"User ID","Record ID","Player Event Type","UI Event Type","Event Current Time (nanoseconds)","Nano Time (milliseconds)","Event Seek Position (milliseconds)","Event Start Time","Event Elapsed Time","Song Album ID","Song Album Name","Song Artist ID","Song Artist Name","Song Bit Rate","Song Date Added","Song Disc Number","Song Duration","Song File Size","Song File Format","Song ID","Song Last Played","Song Name","Song File Path","Song Play Count","Song PlayList ID","PlayList Play Order","Podcast","Song Simple Rate","Track","Song Release Year","Album Artist Name","Album ID","Album Name","Album Artist Name","Album Date Added","Album Release Year"," Number Of Songs in Album "," Number Of Discs In Album","Album Artists","Album Paths","Genre ID","Genre Name","Number Of Songs For Genre"
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","2-d507ca29-a5f2-44a8-94ce-8d47df315143","PLAY",,"1599925180586","1312957499955740","0","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","0","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","0","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","20-50c30f23-4cbc-47ee-aa73-f619fc93f383","PLAY",,"1603234799700","2856057378230","13613","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234779663","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","4","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","24-bc417b94-8f4f-4e85-bc64-8cf839dc6b5f","PAUSE",,"1603234820337","2876693774450","5237","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234814243","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","6","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","26-ccd3f5f2-dd53-4014-88bd-64583ddce5ff","PLAY",,"1603234823767","2880124065160","5945","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234814243","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","6","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","28-cc78f324-d8ff-4a76-9d4d-719a09230e50","PAUSE",,"1603234825425","2881782221170","7561","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234814243","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","6","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","3-e462ce8a-8604-45cc-ada7-521a2abe866b","PAUSE",,"1599925185951","1312962864769030","4902","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","0","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","0","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","32-dc835faf-1991-4912-adfd-753e966f52f8","PAUSE",,"1603234868364","2924721212600","6409","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234860983","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","8","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","4-8cf69811-9ef6-4b4f-ba44-56084ab8f820","PAUSE",,"1603234025569","2081926519540","3982","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234020668","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","2","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","6-dbfd1a4e-df5c-49c5-afcc-c84bfd88359a","PLAY",,"1599925205200","1312982114102820","0","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","0","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","0","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","7-35cae5a6-9ef0-445b-b4b6-5b0d287b7064","PAUSE",,"1603234748649","2805006628470","5076","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234742986","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","3","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","7-eb990d10-5120-4ce5-a52a-e7dd56446ea6","PAUSE",,"1599925210610","1312987523674480","4749","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","0","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","0","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","9-145d398e-5843-434b-9cf1-f044c8614977","PLAY",,"1603234770298","2826655341070","5732","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234742986","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","3","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","1-5e227d94-2c09-4e9c-b718-113fbed25011",,"PAUSE","1603234004106","2060463588710","2241","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234001234","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","1","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","1-91b301c4-a219-4926-b500-f5829205645b",,"PLAY","1599925180362","1312957275613380","0","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","0","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","0","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","10-feeb34f9-9810-468e-b534-c0c143fdb209",,"PLAY","1603234770458","2826814958790","5795","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234742986","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","3","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","12-8c15699b-bb8b-461a-8b39-6cefa4211dc6",,"PAUSE","1603234772576","2828932889270","7902","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234742986","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","3","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","14-ea87ef1e-e16b-4396-9dec-51d7fe88c331",,"PLAY","1603234775571","2831927861510","8497","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234742986","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","3","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","16-2fa62342-60ff-4c0b-b110-f01f826005e4",,"PAUSE","1603234777404","2833761627150","10331","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234742986","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","3","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","17-ae029fe0-fd25-49f2-8fc3-05681376e562",,"SKIP","1603234779618","2835975176650","10614","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234742986","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","3","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","19-89f69164-344f-4849-b863-5f19dd683d17",,"PAUSE","1603234793896","2850253134270","13171","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234779663","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","4","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","21-9c8fef6e-46b3-4e8b-95d3-e91f1c75009a",,"PLAY","1603234799804","2856161120070","13613","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234779663","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","4","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","22-53c326ea-6316-455b-a048-6a1153866500",,"SKIP","1603234809641","2865998341430","23422","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234779663","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","4","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","23-b9dfb145-2fa6-4011-b0a1-0fe9ed0c3119",,"SKIP","1603234814235","2870592044560","3766","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234809669","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","5","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","25-16116d68-3a44-48f1-82df-df760cab3be1",,"PAUSE","1603234820455","2876812530580","5364","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234814243","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","6","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","27-e4e6407e-2549-4604-b8c1-d4ee0c10dce0",,"PLAY","1603234823860","2880217139930","5996","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234814243","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","6","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","29-5610dd75-382a-458f-bffc-23e60cc5270c",,"PAUSE","1603234825611","2881968377840","7747","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234814243","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","6","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","3-79ccff43-7ed9-43c9-90da-be621860f25e",,"PLAY","1603234020036","2076393102800","2737","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234001234","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","1","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","30-a83a34a6-9e2f-4509-9db8-80fc904f3d86",,"SKIP","1603234844226","2900583299360","8149","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234814243","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","6","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","31-7793f7c7-8441-49a5-99b7-3eb365a287a4",,"SKIP","1603234860950","2917307371390","15583","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234844240","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","7","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","33-f54b76ed-716c-436d-97df-fbec1985cbca",,"PAUSE","1603234868521","2924877987580","6566","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234860983","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","8","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","4-fc2b36a0-8bbf-49f5-9d5a-3b5dbcc3ebea",,"PAUSE","1599925186073","1312962986581780","5024","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","0","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","0","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","5-37013a3e-c4c2-4421-9aa9-10a55ed3dcac",,"PLAY","1599925204736","1312981649780560","5518","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","0","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","0","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","5-d2bb294c-ebd1-4424-bdc2-cf98bfd41158",,"PAUSE","1603234025729","2082085805690","4139","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234020668","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","2","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","6-8154dfb2-d099-4af2-a0a6-ff6346fa8073",,"SKIP","1603234742715","2799072026740","4347","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234020668","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","2","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","8-691d06d9-9d89-47e5-8cae-80011cfccd70",,"PAUSE","1603234748792","2805148847030","5211","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","1603234742986","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","3","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"3H1zVpV0LPZeYOGGxFNNHK68TRf1","8-9b5ca623-c02f-428b-8be9-da10cf091d6b",,"PAUSE","1599925210843","1312987756614650","4980","","","3","Sinatra Sings Rodgers And Hammerstein","3","Sinatra Sings Rodgers And Hammerstein","359 kbps","1596734605","0","179160","7.7 MB","FLAC 16 bits","41","0","Oh, What A Beautiful Mornin' (With Chorus)","/storage/emulated/0/Download/01 Frank Sinatra - Oh, What A Beautiful Mornin' (With Chorus).flac","0","0","0","false","44.1 kHz","1","1996","","","","","","","","","","","","",""
"4GZDWvf8odfWvutoSzwOmBapUtp1","0-92df3f10-8c56-4480-b547-5ef1eec64112","PAUSE",,"1603363357513","13027098677631","0","","","2","QuranHsryNaderَ","1","QuranHsryNaderَ","32 kbps","1590543480","0","1614564","6.2 MB","MPEG-2 Layer 3","9384","0","008_HSRY","/storage/emulated/0/Quran_Owtech/QuranHsryNaderَ/008_HSRY.mp3","0","0","0","false","16.0 kHz","0","0","","","","","","","","","","","","",""
"4GZDWvf8odfWvutoSzwOmBapUtp1","1-daca5628-5c7d-458c-810e-9fee0101291e","PAUSE",,"1603363357966","13027551304134","0","","","2","QuranHsryNaderَ","1","QuranHsryNaderَ","32 kbps","1590543480","0","1614564","6.2 MB","MPEG-2 Layer 3","9384","0","008_HSRY","/storage/emulated/0/Quran_Owtech/QuranHsryNaderَ/008_HSRY.mp3","0","0","0","false","16.0 kHz","0","0","","","","","","","","","","","","",""
"4GZDWvf8odfWvutoSzwOmBapUtp1","10-c0b5ba0e-bccd-4a88-8355-f0543e13d20a","PAUSE",,"1603363361096","13030680813456","0","","","2","QuranHsryNaderَ","1","QuranHsryNaderَ","32 kbps","1590543480","0","1614564","6.2 MB","MPEG-2 Layer 3","9384","0","008_HSRY","/storage/emulated/0/Quran_Owtech/QuranHsryNaderَ/008_HSRY.mp3","0","0","0","false","16.0 kHz","0","0","","","","","","","","","","","","",""
